"trial_id","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","break_id","time","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","task","success","rt","stimulus","response","timeout","failed_images","failed_audio","failed_video","slider_start","character","label_condition","question_order"
"pavlovia_init","pavlovia","0","2861","0.0-0.0","60062","DH-007","19:12:14","","","","","","","","","","","","","","","","","","","","","","","",""
"","browser-check","1","3872","0.0-1.0","60062","DH-007","19:12:15","1440","812","true","chrome","129.0.0","false","Mac OS","true","59.52","true","true","Browser_Check","","","","","","","","","","","",""
"","fullscreen","2","7172","0.0-2.0","60062","DH-007","19:12:18","","","","","","","","","","","","Fullscreen","true","2297","","","","","","","","","",""
"","html-keyboard-response","3","9610","0.0-3.0","60062","DH-007","19:12:20","","","","","","","","","","","","Instruction","","2436","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">During this experiment, you will watch an episode of a publicly broadcasted murder mystery television show.<br><br>It contains adult themes and graphic language. While the video will portray a character accused of a violent crime, as well as verbal descriptions of the crime, <strong>violence will not be shown</strong>, nor will any other graphic visual content.<br><br><br>If you are not comfortable with continuing, please exit this experiment now.<br><br><br><br>Otherwise, please press the <strong>SPACE BAR</strong> to continue.</p>""]"," ","","","","","","","",""
"","preload","4","9614","0.0-4.0","60062","DH-007","19:12:20","","","","","","","","","","","","Preload","true","","","","false","[]","[]","[]","","","",""
"","image-button-response-modified","5","14788","0.0-5.0","60062","DH-007","19:12:26","","","","","","","","","","","","Consent","","5172","components/consent/SONA.png","0","","","","","","","",""
"","html-keyboard-response","6","16258","0.0-6.0","60062","DH-007","19:12:27","","","","","","","","","","","","Instr_Task","","1469","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">Thank you for agreeing to participate in this experiment! <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","html-keyboard-response","7","17360","0.0-7.0","60062","DH-007","19:12:28","","","","","","","","","","","","Instr_Task","","1101","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">Before we begin, please be sure that you are in a good space to complete the experiment. This space should be: <br><br><br><br> <strong>Comfortable <br><br> Distraction-free <br><br> Available for the next 60 minutes</strong> <br><br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","html-keyboard-response","8","17757","0.0-8.0","60062","DH-007","19:12:28","","","","","","","","","","","","Instr_Task","","396","<p style=""font-size: 36px; width: 1200px; line-height: 40px;""><strong>Please give your full attention to the experiment. This includes:</strong> <br><br><br><br> Closing or minimizing other programs on your computer <br><br> Silencing your phone or placing it somewhere it will not be distracting <br><br> Testing that your audio is working and set to a comfortable volume that you can clearly hear <br><br> Not completing this experiment with others present <br><br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","html-keyboard-response","9","18143","0.0-9.0","60062","DH-007","19:12:29","","","","","","","","","","","","Instr_Task","","385","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">You will watch 45 minutes of a crime mystery drama in which one character is suspected of having murdered another.<br><br><br>We will present background information about the characters of the show and the surrounding context before the episode begins.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","html-keyboard-response","10","18538","0.0-10.0","60062","DH-007","19:12:29","","","","","","","","","","","","Instr_Task","","394","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">The video will intermittently pause while you watch to assess how certain <strong>you</strong> are that different characters in the show are guilty or innocent of having committed the murder.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","html-keyboard-response","11","18914","0.0-11.0","60062","DH-007","19:12:30","","","","","","","","","","","","Instr_Task","","375","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">These certainty assessments tend to be flexible and may shift upon hearing something that a character says or seeing something that a character does or events that occur when a character is not on screen.<br><br><br>Some of this information may influence your assessments only slightly while other information may influence your assessments a great deal.<br><br><br>When prompted, please update your rating of how certain you are of each character's innocence or guilt at that moment in time. <br><br><br> Please try to be as precise as you can.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","html-keyboard-response","12","19289","0.0-12.0","60062","DH-007","19:12:30","","","","","","","","","","","","Instr_Task","","374","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">These certainty assessments will be assessed on a continuous scale. <br><br><br> The scale ranges from 100% certain that a character is guilty to 100% certain that a character is innocent.<br><br><br>Leaving the scale in the middle (i.e., 0% certain) would indicate that you are completely uncertain whether a character is innocent or guilt.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","html-keyboard-response","13","19681","0.0-13.0","60062","DH-007","19:12:30","","","","","","","","","","","","Instr_Task","","391","<p style=""font-size: 36px; width: 1200px; line-height: 40px;"">After your first rating, we will mark the scale where you had last rated that character to hopefully make updating your certainty rating easier. <br><br><br>A progress bar at the top will show the order in which you will assess the characters.<br><br><br>A portrait in the center of the screen will identify which character you are assessing at that moment.<br><br><br>Let's look at an example of what this looks like.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>"," ","","","","","","","",""
"","preload","14","19687","0.0-14.0","60062","DH-007","19:12:30","","","","","","","","","","","","Preload","true","","","","false","[]","[]","[]","","","",""
"","image-slider-response-modified","15","25988","0.0-15.0","60062","DH-007","19:12:37","","","","","","","","","","","","Practice","","6298","components/portraits/StimImgJonathanFraser.PNG","50","","","","","0","Jonathan Fraser","B",""
"","image-slider-response-modified","16","27222","0.0-16.0-0.0-0.0","60062","DH-007","19:12:38","","","","","","","","","","","","PracticeFailure","","1230","components/portraits/StimImgJonathanFraser.PNG","0","","","","","0","Jonathan Fraser","B",""
"","image-slider-response-modified","17","40336","0.0-16.0-0.1-0.1","60062","DH-007","19:12:51","","","","","","","","","","","","PracticeFailure","","13111","components/portraits/StimImgJonathanFraser.PNG","-50","","","","","0","Jonathan Fraser","B",""
"","html-keyboard-response","18","41084","0.0-17.0","60062","DH-007","19:12:52","","","","","","","","","","","","PracticeSuccess","","746","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">Great! If you have any questions that you must have answered before continuing, please contact study staff via the recruitment platform.<br><br><br>If you are ready to start, we will present the background information.<br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>""]"," ","","","","","","","",""
"","image-keyboard-response-modified","19","42635","0.0-18.0","60062","DH-007","19:12:53","","","","","","","","","","","","Background","","1547","[""components/portraits/StimImgElenaAlves.PNG"",""components/portraits/StimImgJonathanFraser.PNG""]"," ","","","","","","","",""
"","image-keyboard-response-modified","20","42970","0.0-19.0","60062","DH-007","19:12:54","","","","","","","","","","","","Background","","334","[""components/portraits/StimImgElenaAlves.PNG"",""components/portraits/StimImgJonathanFraser.PNG""]"," ","","","","","","","",""
"","image-keyboard-response-modified","21","43346","0.0-20.0","60062","DH-007","19:12:54","","","","","","","","","","","","Background","","375","[""components/portraits/StimImgMiguelAlves.PNG"",""components/portraits/StimImgHenryFraser.PNG""]"," ","","","","","","","",""
"","image-keyboard-response-modified","22","44334","0.0-21.0","60062","DH-007","19:12:55","","","","","","","","","","","","Background","","986","[""components/portraits/StimImgFernandoAlves.PNG"",""components/portraits/StimImgGraceFraser.PNG""]"," ","","","","","","","",""
"","image-keyboard-response-modified","23","44733","0.0-22.0","60062","DH-007","19:12:55","","","","","","","","","","","","Background","","397","[""components/portraits/StimImgSylviaSteinetz.PNG"",""components/portraits/StimImgFranklinReinhardt.PNG""]"," ","","","","","","","",""
"","image-keyboard-response-modified","24","45121","0.0-23.0","60062","DH-007","19:12:56","","","","","","","","","","","","Background","","387","[""components/portraits/StimImgRobertAdelman.PNG"",""components/portraits/StimImgHaleyFitzgerald.PNG""]"," ","","","","","","","",""
"","image-keyboard-response-modified","25","45499","0.0-24.0","60062","DH-007","19:12:56","","","","","","","","","","","","Background","","377","[""components/portraits/StimImgJoeMendoza.PNG""]"," ","","","","","","","",""
"","html-keyboard-response","26","46098","0.0-25.0","60062","DH-007","19:12:57","","","","","","","","","","","","Instr_ExpStart","","598","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">The experiment will now start! <br><br><br><br> Please press the <strong>SPACE BAR</strong> to continue</p>""]"," ","","","","","","","",""
"","preload","27","90628","0.0-26.0","60062","DH-007","19:13:41","","","","","","","","","","","","Preload","true","","","","false","[]","[]","[]","","","",""
"","browser-check","28","91624","0.0-27.0","60062","DH-007","19:13:42","1440","900","true","chrome","129.0.0","false","Mac OS","true","60.4","true","true","Browser_Check","","","","","","","","","","","",""
"","video-keyboard-response","29","156483","0.0-28.0","60062","DH-007","19:14:47","","","","","","","","","","","","video 0","","null","[""components/stim/StimVid_Undoing1.mp4""]","null","","","","","","","",""
"","image-slider-response-modified","30","179691","0.0-29.0","60062","DH-007","19:15:10","","","","","","","","","","","","assessment 0","","23205","components/portraits/StimImgJonathanFraser.PNG","50","","","","","0","Jonathan Fraser","B",""
"","image-slider-response-modified","31","217724","0.0-30.0","60062","DH-007","19:15:48","","","","","","","","","","","","assessment 1","","38030","components/portraits/StimImgMiguelAlves.PNG","-50","","","","","0","Miguel Alves","B",""
"","image-slider-response-modified","32","228008","0.0-31.0","60062","DH-007","19:15:59","","","","","","","","","","","","assessment 2","","10280","components/portraits/StimImgHenryFraser.PNG","-50","","","","","0","Henry Fraser","B",""
"","image-slider-response-modified","33","231191","0.0-32.0","60062","DH-007","19:16:2","","","","","","","","","","","","assessment 3","","3180","components/portraits/StimImgElenaAlves.PNG","-100","","","","","0","Elena Alves","B",""
"","image-slider-response-modified","34","241208","0.0-33.0","60062","DH-007","19:16:12","","","","","","","","","","","","assessment 4","","10014","components/portraits/StimImgSylviaSteinetz.PNG","-100","","","","","0","Sylvia Steinetz","B",""
"","image-slider-response-modified","35","250808","0.0-34.0","60062","DH-007","19:16:22","","","","","","","","","","","","assessment 5","","9596","components/portraits/StimImgFranklinReinhardt.PNG","-50","","","","","0","Franklin Reinhardt","B",""
"","image-slider-response-modified","36","259058","0.0-35.0","60062","DH-007","19:16:30","","","","","","","","","","","","assessment 6","","8247","components/portraits/StimImgFernandoAlves.PNG","-50","","","","","0","Fernando Alves","B",""
"","image-slider-response-modified","37","266408","0.0-36.0","60062","DH-007","19:16:37","","","","","","","","","","","","assessment 7","","7347","components/portraits/StimImgGraceFraser.PNG","-50","","","","","0","Grace Fraser","B",""
"","html-keyboard-response","38","267412","0.0-37.0","60062","DH-007","19:16:38","","","","","","","","","","","","","","null","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">Returning to the video...""]","null","","","","","","","",""
"","browser-check","39","268412","0.0-38.0","60062","DH-007","19:16:39","1440","900","true","chrome","129.0.0","false","Mac OS","true","60.16","true","true","Browser_Check","","","","","","","","","","","",""
"","video-keyboard-response","40","342060","0.0-39.0","60062","DH-007","19:17:53","","","","","","","","","","","","video 1","","null","[""components/stim/StimVid_Undoing1.mp4""]","null","","","","","","","",""
"","image-slider-response-modified","41","400978","0.0-40.0","60062","DH-007","19:18:52","","","","","","","","","","","","assessment 0","","58914","components/portraits/StimImgJonathanFraser.PNG","-50","","","","","50","Jonathan Fraser","B",""
"","image-slider-response-modified","42","401612","0.0-41.0","60062","DH-007","19:18:52","","","","","","","","","","","","assessment 1","","630","components/portraits/StimImgMiguelAlves.PNG","-50","","","","","-50","Miguel Alves","B",""
"","image-slider-response-modified","43","402045","0.0-42.0","60062","DH-007","19:18:53","","","","","","","","","","","","assessment 2","","429","components/portraits/StimImgHenryFraser.PNG","-50","","","","","-50","Henry Fraser","B",""
"","image-slider-response-modified","44","402329","0.0-43.0","60062","DH-007","19:18:53","","","","","","","","","","","","assessment 3","","279","components/portraits/StimImgElenaAlves.PNG","-100","","","","","-100","Elena Alves","B",""
"","image-slider-response-modified","45","402979","0.0-44.0","60062","DH-007","19:18:54","","","","","","","","","","","","assessment 4","","647","components/portraits/StimImgSylviaSteinetz.PNG","-100","","","","","-100","Sylvia Steinetz","B",""
"","image-slider-response-modified","46","403629","0.0-45.0","60062","DH-007","19:18:54","","","","","","","","","","","","assessment 5","","645","components/portraits/StimImgFranklinReinhardt.PNG","-50","","","","","-50","Franklin Reinhardt","B",""
"","image-slider-response-modified","47","404178","0.0-46.0","60062","DH-007","19:18:55","","","","","","","","","","","","assessment 6","","545","components/portraits/StimImgFernandoAlves.PNG","-50","","","","","-50","Fernando Alves","B",""
"","image-slider-response-modified","48","404862","0.0-47.0","60062","DH-007","19:18:56","","","","","","","","","","","","assessment 7","","681","components/portraits/StimImgGraceFraser.PNG","-50","","","","","-50","Grace Fraser","B",""
"","html-keyboard-response","49","405865","0.0-48.0","60062","DH-007","19:18:57","","","","","","","","","","","","","","null","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">Returning to the video...""]","null","","","","","","","",""
"","browser-check","50","406865","0.0-49.0","60062","DH-007","19:18:58","1440","900","true","chrome","129.0.0","false","Mac OS","true","60.14","true","true","Browser_Check","","","","","","","","","","","",""
"","video-keyboard-response","51","538402","0.0-50.0","60062","DH-007","19:21:9","","","","","","","","","","","","video 2","","null","[""components/stim/StimVid_Undoing1.mp4""]","null","","","","","","","",""
"","image-slider-response-modified","52","541748","0.0-51.0","60062","DH-007","19:21:12","","","","","","","","","","","","assessment 0","","3343","components/portraits/StimImgJonathanFraser.PNG","-50","","","","","-50","Jonathan Fraser","B",""
"","image-slider-response-modified","53","543149","0.0-52.0","60062","DH-007","19:21:14","","","","","","","","","","","","assessment 1","","1397","components/portraits/StimImgMiguelAlves.PNG","-50","","","","","-50","Miguel Alves","B",""
"","image-slider-response-modified","54","546749","0.0-53.0","60062","DH-007","19:21:17","","","","","","","","","","","","assessment 2","","3596","components/portraits/StimImgHenryFraser.PNG","-50","","","","","-50","Henry Fraser","B",""
"","image-slider-response-modified","55","547400","0.0-54.0","60062","DH-007","19:21:18","","","","","","","","","","","","assessment 3","","647","components/portraits/StimImgElenaAlves.PNG","-100","","","","","-100","Elena Alves","B",""
"","image-slider-response-modified","56","548182","0.0-55.0","60062","DH-007","19:21:19","","","","","","","","","","","","assessment 4","","778","components/portraits/StimImgSylviaSteinetz.PNG","-100","","","","","-100","Sylvia Steinetz","B",""
"","image-slider-response-modified","57","553915","0.0-56.0","60062","DH-007","19:21:25","","","","","","","","","","","","assessment 5","","5730","components/portraits/StimImgFranklinReinhardt.PNG","-50","","","","","-50","Franklin Reinhardt","B",""
"","image-slider-response-modified","58","564516","0.0-57.0","60062","DH-007","19:21:35","","","","","","","","","","","","assessment 6","","10596","components/portraits/StimImgFernandoAlves.PNG","-45","","","","","-50","Fernando Alves","B",""
"","image-slider-response-modified","59","574766","0.0-58.0","60062","DH-007","19:21:46","","","","","","","","","","","","assessment 7","","10246","components/portraits/StimImgGraceFraser.PNG","-48","","","","","-50","Grace Fraser","B",""
"","html-keyboard-response","60","575769","0.0-59.0","60062","DH-007","19:21:47","","","","","","","","","","","","","","null","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">Returning to the video...""]","null","","","","","","","",""
"","browser-check","61","576769","0.0-60.0","60062","DH-007","19:21:48","1440","900","true","chrome","129.0.0","false","Mac OS","true","60.18","true","true","Browser_Check","","","","","","","","","","","",""
"","video-keyboard-response","62","652526","0.0-61.0","60062","DH-007","19:23:3","","","","","","","","","","","","video 3","","null","[""components/stim/StimVid_Undoing1.mp4""]","null","","","","","","","",""
"","image-slider-response-modified","63","661751","0.0-62.0","60062","DH-007","19:23:12","","","","","","","","","","","","assessment 0","","9221","components/portraits/StimImgJonathanFraser.PNG","-45","","","","","-50","Jonathan Fraser","B",""
"","image-slider-response-modified","64","662485","0.0-63.0","60062","DH-007","19:23:13","","","","","","","","","","","","assessment 1","","730","components/portraits/StimImgMiguelAlves.PNG","-50","","","","","-50","Miguel Alves","B",""
"","image-slider-response-modified","65","663017","0.0-64.0","60062","DH-007","19:23:14","","","","","","","","","","","","assessment 2","","529","components/portraits/StimImgHenryFraser.PNG","-50","","","","","-50","Henry Fraser","B",""
"","image-slider-response-modified","66","665484","0.0-65.0","60062","DH-007","19:23:16","","","","","","","","","","","","assessment 3","","2463","components/portraits/StimImgElenaAlves.PNG","-100","","","","","-100","Elena Alves","B",""
"","image-slider-response-modified","67","666284","0.0-66.0","60062","DH-007","19:23:17","","","","","","","","","","","","assessment 4","","797","components/portraits/StimImgSylviaSteinetz.PNG","-100","","","","","-100","Sylvia Steinetz","B",""
"","image-slider-response-modified","68","674601","0.0-67.0","60062","DH-007","19:23:25","","","","","","","","","","","","assessment 5","","8313","components/portraits/StimImgFranklinReinhardt.PNG","-45","","","","","-50","Franklin Reinhardt","B",""
"","image-slider-response-modified","69","675635","0.0-68.0","60062","DH-007","19:23:26","","","","","","","","","","","","assessment 6","","1031","components/portraits/StimImgFernandoAlves.PNG","-45","","","","","-45","Fernando Alves","B",""
"","image-slider-response-modified","70","681235","0.0-69.0","60062","DH-007","19:23:32","","","","","","","","","","","","assessment 7","","5596","components/portraits/StimImgGraceFraser.PNG","-48","","","","","-48","Grace Fraser","B",""
"","html-keyboard-response","71","682238","0.0-70.0","60062","DH-007","19:23:33","","","","","","","","","","","","","","null","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">Returning to the video...""]","null","","","","","","","",""
"","browser-check","72","683238","0.0-71.0","60062","DH-007","19:23:34","1440","900","true","chrome","129.0.0","false","Mac OS","true","60.14","true","true","Browser_Check","","","","","","","","","","","",""
"","video-keyboard-response","73","762979","0.0-72.0","60062","DH-007","19:24:54","","","","","","","","","","","","video 4","","null","[""components/stim/StimVid_Undoing1.mp4""]","null","","","","","","","",""
"","image-slider-response-modified","74","766087","0.0-73.0","60062","DH-007","19:24:57","","","","","","","","","","","","assessment 0","","3104","components/portraits/StimImgJonathanFraser.PNG","-45","","","","","-45","Jonathan Fraser","B",""
"","image-slider-response-modified","75","766255","0.0-74.0","60062","DH-007","19:24:57","","","","","","","","","","","","assessment 1","","166","components/portraits/StimImgMiguelAlves.PNG","-50","","","","","-50","Miguel Alves","B",""
"","image-slider-response-modified","76","766436","0.0-75.0","60062","DH-007","19:24:57","","","","","","","","","","","","assessment 2","","179","components/portraits/StimImgHenryFraser.PNG","-50","","","","","-50","Henry Fraser","B",""
"","image-slider-response-modified","77","768573","0.0-76.0","60062","DH-007","19:24:59","","","","","","","","","","","","assessment 3","","2135","components/portraits/StimImgElenaAlves.PNG","-100","","","","","-100","Elena Alves","B",""
"","image-slider-response-modified","78","769254","0.0-77.0","60062","DH-007","19:25:0","","","","","","","","","","","","assessment 4","","677","components/portraits/StimImgSylviaSteinetz.PNG","-100","","","","","-100","Sylvia Steinetz","B",""
"","image-slider-response-modified","79","770521","0.0-78.0","60062","DH-007","19:25:1","","","","","","","","","","","","assessment 5","","1264","components/portraits/StimImgFranklinReinhardt.PNG","-45","","","","","-45","Franklin Reinhardt","B",""
"","image-slider-response-modified","80","771753","0.0-79.0","60062","DH-007","19:25:2","","","","","","","","","","","","assessment 6","","1229","components/portraits/StimImgFernandoAlves.PNG","-45","","","","","-45","Fernando Alves","B",""
"","image-slider-response-modified","81","772806","0.0-80.0","60062","DH-007","19:25:4","","","","","","","","","","","","assessment 7","","1050","components/portraits/StimImgGraceFraser.PNG","-48","","","","","-48","Grace Fraser","B",""
"","html-keyboard-response","82","773809","0.0-81.0","60062","DH-007","19:25:5","","","","","","","","","","","","","","null","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">Returning to the video...""]","null","","","","","","","",""
"","browser-check","83","774807","0.0-82.0","60062","DH-007","19:25:6","1440","900","true","chrome","129.0.0","false","Mac OS","true","60.29","true","true","Browser_Check","","","","","","","","","","","",""
"","video-keyboard-response","84","874211","0.0-83.0","60062","DH-007","19:26:45","","","","","","","","","","","","video 5","","null","[""components/stim/StimVid_Undoing1.mp4""]","null","","","","","","","",""
"","image-slider-response-modified","85","888656","0.0-84.0","60062","DH-007","19:26:59","","","","","","","","","","","","assessment 0","","14441","components/portraits/StimImgJonathanFraser.PNG","-40","","","","","-45","Jonathan Fraser","B",""
"","image-slider-response-modified","86","889539","0.0-85.0","60062","DH-007","19:27:0","","","","","","","","","","","","assessment 1","","881","components/portraits/StimImgMiguelAlves.PNG","-50","","","","","-50","Miguel Alves","B",""
"","image-slider-response-modified","87","890055","0.0-86.0","60062","DH-007","19:27:1","","","","","","","","","","","","assessment 2","","512","components/portraits/StimImgHenryFraser.PNG","-50","","","","","-50","Henry Fraser","B",""
"","image-slider-response-modified","88","890909","0.0-87.0","60062","DH-007","19:27:2","","","","","","","","","","","","assessment 3","","850","components/portraits/StimImgElenaAlves.PNG","-100","","","","","-100","Elena Alves","B",""
"","image-slider-response-modified","89","891489","0.0-88.0","60062","DH-007","19:27:2","","","","","","","","","","","","assessment 4","","577","components/portraits/StimImgSylviaSteinetz.PNG","-100","","","","","-100","Sylvia Steinetz","B",""
"","image-slider-response-modified","90","892343","0.0-89.0","60062","DH-007","19:27:3","","","","","","","","","","","","assessment 5","","850","components/portraits/StimImgFranklinReinhardt.PNG","-45","","","","","-45","Franklin Reinhardt","B",""
"","image-slider-response-modified","91","893223","0.0-90.0","60062","DH-007","19:27:4","","","","","","","","","","","","assessment 6","","877","components/portraits/StimImgFernandoAlves.PNG","-45","","","","","-45","Fernando Alves","B",""
"","image-slider-response-modified","92","894556","0.0-91.0","60062","DH-007","19:27:5","","","","","","","","","","","","assessment 7","","1330","components/portraits/StimImgGraceFraser.PNG","-48","","","","","-48","Grace Fraser","B",""
"","html-keyboard-response","93","895559","0.0-92.0","60062","DH-007","19:27:6","","","","","","","","","","","","","","null","[""<p style=\""font-size: 36px; width: 1200px; line-height: 40px;\"">Returning to the video...""]","null","","","","","","","",""
"","browser-check","94","896559","0.0-93.0","60062","DH-007","19:27:7","1440","900","true","chrome","129.0.0","false","Mac OS","true","60.08","true","true","Browser_Check","","","","","","","","","","","",""
"","video-keyboard-response","95","973929","0.0-94.0","60062","DH-007","19:28:25","","","","","","","","","","","","video 6","","null","[""components/stim/StimVid_Undoing1.mp4""]","null","","","","","","","",""
"","image-slider-response-modified","96","981077","0.0-95.0","60062","DH-007","19:28:32","","","","","","","","","","","","assessment 0","","7144","components/portraits/StimImgJonathanFraser.PNG","-40","","","","","-40","Jonathan Fraser","B",""
"","image-slider-response-modified","97","981292","0.0-96.0","60062","DH-007","19:28:32","","","","","","","","","","","","assessment 1","","212","components/portraits/StimImgMiguelAlves.PNG","-50","","","","","-50","Miguel Alves","B",""
"","image-slider-response-modified","98","981477","0.0-97.0","60062","DH-007","19:28:32","","","","","","","","","","","","assessment 2","","182","components/portraits/StimImgHenryFraser.PNG","-50","","","","","-50","Henry Fraser","B",""
"","image-slider-response-modified","99","981692","0.0-98.0","60062","DH-007","19:28:32","","","","","","","","","","","","assessment 3","","211","components/portraits/StimImgElenaAlves.PNG","-100","","","","","-100","Elena Alves","B",""
"","image-slider-response-modified","100","981875","0.0-99.0","60062","DH-007","19:28:33","","","","","","","","","","","","assessment 4","","180","components/portraits/StimImgSylviaSteinetz.PNG","-100","","","","","-100","Sylvia Steinetz","B",""
"","image-slider-response-modified","101","982444","0.0-100.0","60062","DH-007","19:28:33","","","","","","","","","","","","assessment 5","","565","components/portraits/StimImgFranklinReinhardt.PNG","-45","","","","","-45","Franklin Reinhardt","B",""
"","image-slider-response-modified","102","982858","0.0-101.0","60062","DH-007","19:28:34","","","","","","","","","","","","assessment 6","","412","components/portraits/StimImgFernandoAlves.PNG","-45","","","","","-45","Fernando Alves","B",""
"","image-slider-response-modified","103","983378","0.0-102.0","60062","DH-007","19:28:34","","","","","","","","","","","","assessment 7","","516","components/portraits/StimImgGraceFraser.PNG","-48","","","","","-48","Grace Fraser","B",""
